School,Suburb,Longitude,Latitude
Infant Jesus School,Morley,115.8895814,-31.89329786
Inglewood Primary School,Inglewood,115.8864466,-31.91722662
International School of Western Australia,Doubleview,115.77762,-31.8985
Iona Presentation College,Mosman Park,115.76773490000002,-32.00852636
Irene McCormack Catholic College,Butler,115.70944899999999,-31.65406275
Jandakot Primary School,Success,115.8458419,-32.13857194
Jarrahdale Primary School,Jarrahdale,116.06231100000001,-32.338619
Jerdacuttup Primary School,Ravensthorpe,120.47312659999999,-33.70715991
Jerramungup District High School,Jerramungup,118.9175865,-33.94498437
Jigalong Remote Community School,Via Newman,120.78148799999998,-23.359798
John Butler Primary College,Butler,115.69403329999999,-31.6321576
John Calvin Christian College,Armadale,116.0066034,-32.14876453
John Calvin School,Albany,117.871159,-35.003739
John Curtin College of the Arts,Fremantle,115.75622379999999,-32.04863279
John Forrest Secondary College,Morley,115.90088999999999,-31.90416352
John Paul College,Kalgoorlie,121.47871540000001,-30.76410096
John Pujajangka Piyirn School,"Via Halls Creek, Mulan",127.59508799999999,-20.101182
John Septimus Roe Anglican Community School,Mirrabooka,115.85670549999999,-31.85936631
John Tonkin College,Mandurah,115.756358,-32.51758689
John Tonkin College Education Support Centre,Mandurah,115.756358,-32.51758689
John Wollaston Anglican Community School,Camillo,116.007834,-32.104726
John XXIII College,Mount Claremont,115.78479879999999,-31.9599189
Jolimont Primary School,Jolimont,115.8093909,-31.94879873
Joondalup Education Support Centre,Joondalup,115.7615597,-31.72399412
Joondalup Primary School,Joondalup,115.7615597,-31.72399412
Joseph Banks Secondary College,Banksia Grove,115.79659109999999,-31.69867412
Jungdranung Remote Community School,Glen Hill Station,128.360497,-16.542253
Jurien Bay District High School,Jurien Bay,115.040116,-30.308373
Kalamunda Christian School,Walliston,116.06915690000001,-32.00465707
Kalamunda Primary Education Support Centre,Kalamunda,116.05114209999999,-31.97069617
Kalamunda Primary School,Kalamunda,116.05114209999999,-31.97069617
Kalamunda Secondary Education Support Centre,Kalamunda,116.0561861,-31.97788079
Kalamunda Senior High School,Kalamunda,116.0561861,-31.97788079
Kalannie Primary School,Kalannie,117.1139186,-30.36200225
Kalbarri District High School,Kalbarri,114.163881,-27.712788
Kalgoorlie Primary School,Kalgoorlie,121.4701713,-30.74472512
Kalgoorlie School Of The Air,Boulder,121.48606219999999,-30.78223722
Kalgoorlie-Boulder Community High School,Kalgoorlie,121.47887630000001,-30.76705062
Kalumburu Remote Community School,Kalumburu,126.64207900000001,-14.294918
Kambalda Primary School,Kambalda East,121.66523570000001,-31.2044049
Kambalda West District High School,Kambalda West,121.6204895,-31.20551775
Kapinara Primary School,City Beach,115.76300829999998,-31.92497253
Karalundi College,Meekatharra,118.69312099999999,-26.130058
Kardinya Primary School,Kardinya,115.8237277,-32.06231235
Karratha Primary School,Karratha,116.85908229999998,-20.72938851
Karratha Senior High School,Karratha,116.8241249,-20.74695822
Karridale Primary School,Karridale,115.09556509999999,-34.21784646
Karrinyup Primary School,Karrinyup,115.7762892,-31.86967092
Katanning Primary School,Katanning,117.55920400000001,-33.69203343
Katanning Senior High School,Katanning,117.5692745,-33.68321703
Kearnan College,Manjimup,116.1416408,-34.24140477
Kellerberrin District High School,Kellerberrin,117.7186275,-31.63149171
Kelmscott John Calvin School,Champion Lakes,115.98829170000002,-32.11804455
Kelmscott Primary School,Kelmscott,116.02099579999998,-32.11849593
Kelmscott Senior High School,Kelmscott,116.0110534,-32.12147619
Kendenup Primary School,Kendenup,117.618,-34.482
Kennedy Baptist College,Murdoch,115.829647,-32.073356
Kensington Primary School,Kensington,115.88334840000002,-31.98071268
Kensington Secondary School,Kensington,115.88577620000001,-31.98547305
Kent Street Senior High School,East Victoria Park,115.8926602,-31.98570399
Kenwick School,Kenwick,115.9663084,-32.03760074
Kerry Street Community School,Hamilton Hill,115.7737709,-32.08253823
Kewdale Primary School,Kewdale,115.9436158,-31.97574657
Kiara College,Kiara,115.93509979999999,-31.87744952
Kimberley School Of The Air,Derby,123.633779,-17.309389000000003
Kindaimanna Community Kindergarten,Kelmscott,115.99923600000001,-32.123468
Kingsley Primary School,Armadale,116.01523300000001,-32.134611
Kingston Primary School,Australind,115.74357079999999,-33.25919616
Kingsway Christian College,Darch,115.8374044,-31.81156717
Kinross College,Kinross,115.7325952,-31.71789873
Kinross Primary School,Kinross,115.7368105,-31.71880258
Kirup Primary School,Kirup,115.89155500000001,-33.705302
Kojonup District High School,Kojonup,117.15652150000001,-33.84013104
Kolbe Catholic College,Rockingham,115.75397269999999,-32.27997384
Kondinin Primary School,Kondinin,118.2637107,-32.49408236
Koondoola Primary School,Koondoola,115.8619753,-31.83872675
Koorana Education Support Centre,Warnbro,115.7653169,-32.34292727
Koorana Primary School,Warnbro,115.7653169,-32.34292727
Koorda Primary School,Koorda,117.48299999999999,-30.826
Kukerin Primary School,Kukerin,118.08593859999999,-33.18512011
Kulin District High School,Kulin,118.15268470000001,-32.67021123
Kulkarriya Community School,Via Fitzroy Crossing,124.831111,-18.503222
Kururrungku Catholic Education Centre,Via Halls Creek,127.66176499999999,-19.555396
Kyilla Primary School,North Perth,115.851731,-31.91907193
La Grange Remote Community School,Bidyadanga,121.78264399999999,-18.685254
La Salle College,Middle Swan,116.004411,-31.87856979
Lake Grace District High School,Lake Grace,118.459432,-33.103443
Lake Gwelup Primary School,Gwelup,115.797937,-31.87143628
Lake Joondalup Baptist College,Joondalup,115.7614206,-31.73747504
Lake King Primary School,Lake King,119.67346909999999,-33.09143031
Lake Monger Primary School,Wembley,115.82130890000002,-31.92381333
Lakeland Senior High School,South Lake,115.84591370000001,-32.10905514
Lakelands Primary School,Lakelands,115.76246280000001,-32.47803782
Lance Holt School,Fremantle,115.7441495,-32.05462906
Lancelin Primary School,Lancelin,115.32984979999999,-31.01148261
Landsdale Christian School,Landsdale,115.86717469999999,-31.80678912
Landsdale Primary School,Landsdale,115.8627751,-31.80328614
Langford Islamic College,Langford,115.9371583,-32.04605574
Lathlain Primary School,Lathlain,115.90875590000002,-31.96963317
Laverton School,Laverton,122.40431459999999,-28.62734274
Leaning Tree Steiner School,Glenfield,114.62538,-28.684027
Leda Education Support Centre,Leda,115.8048608,-32.26049532
Leda Primary School,Leda,115.8048608,-32.26049532
Leeman Primary School,Leeman,114.9784342,-29.94892052
Leeming Primary School,Leeming,115.862877,-32.07551121
Leeming Senior High School,Leeming,115.8564902,-32.07467304
Leeming Senior High School Education Support Centre,Leeming,115.8564902,-32.07467304
Leinster Community School,Leinster,120.69550579999999,-27.91539981
Leonora District High School,Leonora,121.3329384,-28.88414676
Leschenault Catholic Primary School,Australind,115.72248559999998,-33.28334496
Lesmurdie Primary School,Lesmurdie,116.04500039999999,-32.00399197
Lesmurdie Senior High School,Lesmurdie,116.05164309999999,-32.01252075
Little Grove Primary School,Little Grove,117.867226,-35.06595201
Living Waters Lutheran College,Warnbro,115.7544169,-32.34307717
Liwara Catholic Primary School,Greenwood,115.79181940000001,-31.83328555
Lockridge Primary School,Lockridge,115.9515213,-31.88279111
Lockyer Community Kindergarten,Albany,117.86151000000001,-35.00417
Looma Remote Community School,Looma,124.14954099999999,-18.039234
Loreto Nedlands,Nedlands,115.80605929999999,-31.98464523
Lower King Community Kindergarten,Lower King,117.93492409999999,-34.95841254
Lumen Christi College,Martin,116.0120135,-32.06737479
Luurnpa Catholic School,Via Halls Creek,127.98303100000001,-20.142514000000002
Lynwood Senior High School,Parkwood,115.91612959999999,-32.04190909
Maddington Education Support Centre,Maddington,115.98559879999999,-32.05405458
Maddington Primary School,Maddington,115.9868215,-32.05485834
Madeley Primary School,Madeley,115.8289632,-31.80675303
Maida Vale Primary School,Maida Vale,116.0231303,-31.94894601
Maidens Park Primary School,Bunbury,115.62775559999999,-33.36974451
Majella Catholic Primary School,Balga,115.84778659999999,-31.85601373
Makybe Rise Primary School,Baldivis,115.81752709999999,-32.34435624
Malibu School,Safety Bay,115.742595,-32.30377
Malvern Springs Primary School,Ellenbrook,115.97997050000001,-31.75782406
Mandurah Baptist College,Lakelands,115.76011820000001,-32.47830702
Mandurah Catholic College,Mandurah,115.73828600000002,-32.54895945
Mandurah Primary School,Mandurah,115.7255254,-32.52864487
Manea Senior College,Bunbury,115.65679750000001,-33.36775659
Manjimup Education Support Centre,Manjimup,116.135653,-34.234179
Manjimup Primary School,Manjimup,116.1339591,-34.23292451
Manjimup Senior High School,Manjimup,116.133228,-34.233841999999996
Manning Primary School,Manning,115.8650557,-32.01527547
Marangaroo Primary School,Marangaroo,115.82758989999999,-31.82848696
Marble Bar Primary School,Marble Bar,119.7478156,-21.169475100000003
Margaret River Independent School,Forest Grove,115.1053456,-34.06767921
Margaret River Montessori School,Margaret River,115.0673346,-33.95961243
Margaret River Primary School,Margaret River,115.0757428,-33.95452824
Margaret River Senior High School,Margaret River,115.07467140000001,-33.95431827
Marmion Primary School,Marmion,115.7594902,-31.84418326
Marri Grove Primary School,Byford,116.0055193,-32.21239233
Mary Mackillop Catholic Community Primary School,Ballajura,115.89814150000001,-31.84525179
Mary'S Mount Primary School,Gooseberry Hill,116.04849640000002,-31.96134491
Mater Christi Catholic Primary School,Yangebup,115.8263263,-32.12534242
Mater Dei College,Edgewater,115.7765193,-31.76466034
Matthew Gibney Catholic Primary School,High Wycombe,115.9964275,-31.93412329
Maylands Peninsula Primary School,Maylands,115.9046098,-31.93257493
Mazenod College,Lesmurdie,116.0388409,-32.006679
Mcdougall Park Community Kindergarten Inc,Como,115.8685193,-32.00608872
Meadow Springs Education Support Centre,Meadow Springs,115.75749209999998,-32.50105217
Meadow Springs Primary School,Meadow Springs,115.75749209999998,-32.50105217
Meckering Primary School,Meckering,117.0104919,-31.62835599
Medina Primary School,Medina,115.803711,-32.23582307
Meekatharra District High School,Meekatharra,118.4913155,-26.59116051
Meekatharra School Of The Air,Bluff Point,114.6196915,-28.74042558
Mel Maria Catholic Primary School,Attadale,115.8012258,-32.02710468
Melville Primary School,Melville,115.80657409999999,-32.03770545
Melville Senior High School,Melville,115.80546129999999,-32.04631125
Menzies Community School,Menzies,120.89833300000001,-29.697207000000002
Mercedes College,Perth,115.8670832,-31.95623304
Mercy College,Koondoola,115.8575544,-31.84725114
Merredin College,Merredin,118.2849815,-31.48808967
Merriwa Education Support Centre,Merriwa,115.7127243,-31.66869847
Merriwa Primary School,Merriwa,115.7127243,-31.66869847
Methodist Ladies' College,Claremont,115.77554029999999,-31.98701169
Middle Swan Primary School,Stratton,116.0366486,-31.86781578
Midvale Primary School,Midvale,116.019478,-31.887051
Miling Primary School,Miling,116.36226940000002,-30.49314858
Millars Well Primary School,Karratha,116.81761429999999,-20.74221594
Millen Primary School,East Victoria Park,115.9016519,-31.99744377
Mindarie Primary School,Mindarie,115.7093812,-31.687131
Mindarie Senior College,Mindarie,115.7060496,-31.6769792
Mingenew Primary School,Mingenew,115.44075179999999,-29.19497017
Moerlina School,Mount Claremont,115.792153,-31.96775079
Moora Primary School,Moora,116.00331409999998,-30.63256344
Moorditj Noongar Community College,Midland,116.025095,-31.877453000000003
Moorine Rock Primary School,Moorine Rock,119.12544579999998,-31.31490654
Morawa District High School,Morawa,116.0059132,-29.21120142
Morley Primary School,Morley,115.89560060000001,-31.89182974
Morley Senior High School,Noranda,115.8836692,-31.873716899999998
Mosman Park Primary School,Mosman Park,115.7629025,-32.01149157
Mosman Park School For Deaf Children,Mosman Park,115.7629025,-32.01149157
Mother Teresa Catholic College,Baldivis,115.7970969,-32.36141513
Mount Barker Community College,Mount Barker,117.665171,-34.612767
Mount Claremont Primary School,Mount Claremont,115.78267269999999,-31.96810951
Mount Hawthorn Education Support Centre,Mount Hawthorn,115.8354104,-31.91812713
Mount Hawthorn Primary School,Mount Hawthorn,115.83541029999999,-31.91812712
Mount Helena Community Kindergarten,Mount Helena,116.21600000000001,-31.8749
Mount Helena Primary School,Mount Helena,116.218207,-31.875319
Mount Lawley Primary School,Mount Lawley,115.87644409999999,-31.9257564
Mount Lawley Senior High School,Mount Lawley,115.8697493,-31.92122258
Mount Lockyer Primary School,Albany,117.85609299999999,-35.00279631
Mount Magnet District High School,Mount Magnet,117.8458664,-28.05966342
Mount Manypeaks Primary School,Manypeaks,118.1720656,-34.83958648
Mount Margaret Remote Community School,Mount Margaret,122.18466000000001,-28.795066
Mount Pleasant Primary School,Mount Pleasant,115.8453213,-32.03020235
Mount Tarcoola Primary School,Geraldton,114.62954109999998,-28.80052461
Mukinbudin District High School,Mukinbudin,118.208956,-30.916192
Mullaloo Beach Primary School,Mullaloo,115.7366952,-31.77654953
Mullaloo Community Kindergarten,Mullaloo,115.74647240000002,-31.77934912
Mullaloo Heights Primary School,Mullaloo,115.7482262,-31.77780982
Mullewa District High School,Mullewa,115.5128854,-28.53708777
Muludja Remote Community School,Fitzroy Crossing,125.76163700000001,-18.159712
Mundaring Christian College,Mundaring,116.18026929999999,-31.89869433
Mundaring Primary School,Mundaring,116.1729689,-31.8949396
Mundijong Primary School,Mundijong,115.98463600000001,-32.290913
Munglinup Primary School,Munglinup,120.85661090000002,-33.70388481
Nagle Catholic College,Geraldton,114.60999309999998,-28.77776964
Nannup District High School,Nannup,115.76559420000001,-33.99015078
Narembeen District High School,Narembeen,118.39123219999999,-32.06303073
Narrogin Primary School,Narrogin,117.17293390000002,-32.93401014
Narrogin Senior High School,Narrogin,117.1914239,-32.93810289
Nedlands Primary School,Nedlands,115.81283490000001,-31.98480552
Neerigen Brook Primary School,Armadale,116.00036029999998,-32.15221389
Newborough Primary School,Karrinyup,115.7810971,-31.88428623
Newdegate Primary School,Newdegate,119.02114440000001,-33.09321456
Newman College,Churchlands,115.7873551,-31.9231958
Newman Primary School,Newman,119.7322686,-23.35448061
Newman Senior High School,Newman,119.73413590000001,-23.36220252
Newton Moore Education Support Centre,Bunbury,115.63542140000001,-33.359211
Newton Moore Senior High School,South Bunbury,115.63542140000001,-33.359211
Newton Primary School,Spearwood,115.7890148,-32.11215987
Ngaanyatjarra Lands School,Ngaanyatjarra-Giles,128.287772,-25.001188
Ngalangangpum School,Kununurra,128.21213400000002,-17.029901000000002
Ngalapita Remote Community School,Fitzroy Crossing,124.754181,-18.584253
Nollamara Primary School,Nollamara,115.83964099999999,-31.88436343
Noranda Primary School,Noranda,115.9077996,-31.87739706
Norseman District High School,Norseman,121.773247,-32.19186573
North Albany Senior High School,Albany,117.86686740000002,-34.99074882
North Balga Primary School,Balga,115.83425759999999,-31.85209949
North Beach Primary School,North Beach,115.76110609999999,-31.85963391
North Cottesloe Primary School,Cottesloe,115.76534209999998,-31.98901491
North Dandalup Primary School,North Dandalup,115.977861,-32.50889
North East Metropolitan Language Development Centre,Dianella,115.88638529999999,-31.89043146
North Fremantle Primary School,North Fremantle,115.7567953,-32.03454903
North Harrisdale Primary School,Harrisdale,115.93886699999999,-32.115097
North Kalgoorlie Primary School,Kalgoorlie,121.45970200000001,-30.73865013
North Lake Senior Campus,Kardinya,115.8137439,-32.07350132
North Mandurah Primary School,Mandurah,115.73901969999999,-32.51527461
North Morley Primary School,Dianella,115.878515,-31.87846471
North Parmelia Primary School,Parmelia,115.83592309999999,-32.23643544
North Perth Primary School,North Perth,115.8560039,-31.93042383
North Tom Price Primary School,Tom Price,117.78111499999999,-22.6814049
North Woodvale Primary School,Woodvale,115.78837639999999,-31.78461512
Northam Primary School,Northam,116.67577539999999,-31.65156081
Northam Senior High School,Northam,116.66764909999999,-31.64725593
Northampton District High School,Northampton,114.646082,-28.355665500000004
Northcliffe District High School,Northcliffe,116.1177689,-34.63362225
Northshore Christian Grammar School,Alkimos,115.694523,-31.601801000000002
Notre Dame Catholic Primary School,Cloverdale,115.9411835,-31.95653292
Nullagine Primary School,Nullagine,120.104262,-21.88772586
Nulsen Primary School,Esperance,121.87280559999999,-33.85822068
Nungarin Primary School,Nungarin,118.1002162,-31.1872158
Nyabing Primary School,Nyabing,118.15260079999999,-33.54423624
Nyikina Mangala Community School,Mt Anderson Stn (Gt Nth Hwy),124.010681,-18.012309
O'Connor Education Support Centre,Boulder,121.4658619,-30.77657514
O'Connor Primary School,Kalgoorlie,121.4658619,-30.77657514
Oakwood Primary School,Meadow Springs,115.75640700000001,-32.484084
Oberthur Primary School,Bull Creek,115.8686381,-32.05976013
Ocean Reef Primary School,Ocean Reef,115.7393848,-31.76531973
Ocean Reef Senior High School,Ocean Reef,115.7389749,-31.75879833
Ocean Road Primary School,Dawesville,115.6307461,-32.62467996
One Arm Point Remote Community School,Dampier Peninsula,123.06081100000002,-16.44574
OneSchool Global WA,Willetton,115.90171969999999,-32.05654231
Ongerup Primary School,Ongerup,118.482748,-33.963151
Onslow Primary School,Onslow,115.110441,-21.638195
Orana Catholic Primary School,Willetton,115.8921767,-32.04434376
Orange Grove Primary School,Orange Grove,116.01205449999999,-32.035736699999994
Orelia Primary School,Orelia,115.81525220000002,-32.23696167
Osborne Primary School,Osborne Park,115.8248986,-31.89945179
Our Lady Of Fatima School,Palmyra,115.78661000000001,-32.03860078
Our Lady Of Good Counsel School,Karrinyup,115.7778009,-31.88071403
Our Lady Of Grace School,North Beach,115.7588595,-31.86356507
Our Lady Of Lourdes School,Dardanup,115.75459550000001,-33.39717192
Our Lady Of Lourdes School,Nollamara,115.8488556,-31.88782934
Our Lady of Mercy College,Australind,115.74006399999999,-33.270941
Our Lady Of Mercy Primary School,Girrawheen,115.83899840000002,-31.83735378
Our Lady Of Mount Carmel School,Hilton,115.78886709999999,-32.07276796
Our Lady Of Mount Carmel School,Mullewa,115.51710619999999,-28.53894476
Our Lady Of The Cape Primary School,Dunsborough,115.08956540000001,-33.59792583
Our Lady Star Of The Sea Catholic Primary School,Esperance,121.887832,-33.87466746
Our Lady'S Assumption School,Dianella,115.87270359999998,-31.8969369
Padbury Catholic Primary School,Padbury,115.7671159,-31.81657383
Padbury Community Kindergarten,Padbury,115.7630588,-31.79895244
Padbury Primary School,Padbury,115.7594893,-31.805863199999997
Palmyra Primary School,Palmyra,115.7853129,-32.04528094
Pannawonica Primary School,Pannawonica,116.323,-21.636999999999997
Paraburdoo Primary School,Paraburdoo,117.6723112,-23.19658911
Parkerville Primary School,Parkerville,116.13281540000001,-31.88423347
Parkfield Primary School,Australind,115.727042,-33.265458
Parklands School,Albany,117.86140619999999,-35.00484165
Parkwood Primary School,Parkwood,115.91612959999999,-32.04190909
Parnngurr Community School,Via Newman  Pmb14,122.597546,-22.817552
Pearsall Primary School,Pearsall,115.8170137,-31.78076976
Peel Language Development School,Port Kennedy,115.7680138,-32.3575092
Pegs Creek Primary School,Karratha,116.831754,-20.73768669
Pemberton District High School,Pemberton,116.04588000000001,-34.44748
Penrhos College,Como,115.87253940000001,-31.99743072
Perenjori Primary School,Perenjori,116.28517099999999,-29.44325547
Perth College,Mount Lawley,115.87548090000001,-31.93117853
Perth Individual,Burswood,115.89783440000001,-31.96552356
Perth Modern School,Subiaco,115.83639579999999,-31.94506602
Perth Waldorf School,Bibra Lake,115.8176585,-32.09219046
Peter Carnley Anglican Community School,Wellard,115.8149145,-32.25710348
Peter Moyes Anglican Community School,Mindarie,115.7075982,-31.67541576
Phoenix Primary School,Hamilton Hill,115.7794442,-32.09257757
Pia Wadjarri Remote Community School,Murchison,116.39201000000001,-27.122353000000004
Piara Waters Primary School,Piara Waters,115.91701259999999,-32.12644247
Pickering Brook Primary School,Pickering Brook,116.1307872,-32.03466017
Picton Primary School,Glen Iris,115.68832959999999,-33.34079961
Pine View Primary School,Baldivis,115.82265600000001,-32.354594
Pineview Community Kindergarten,Coolbellup,115.8113048,-32.07525621
Pingelly Primary School,Pingelly,117.07921509999998,-32.53343022
Pingrup Primary School,Pingrup,118.51078000000001,-33.53243805
Pinjarra Primary School,Pinjarra,115.866421,-32.628223
Pinjarra Senior High School,Pinjarra,115.8726662,-32.63343063
Pioneer Village School,Armadale,116.02402990000002,-32.15050254
Port Hedland Primary School,Port Hedland,118.6336307,-20.30393313
Port Hedland School Of The Air,Port Hedland,118.63059299999999,-20.376876
Port Kennedy Primary School,Port Kennedy,115.75542240000001,-32.358528899999996
Port School,Hamilton Hill,115.77827140000001,-32.08300587
Poseidon Primary School,Heathridge,115.7510996,-31.76078924
Poynter Primary School,Duncraig,115.7743695,-31.84204111
Prendiville Catholic College,Ocean Reef,115.7396844,-31.75468355
Presbyterian Ladies' College,Peppermint Grove,115.76490600000001,-31.993592
Providence Christian College,Southern River,115.93669409999998,-32.09974606
Purnululu Aboriginal Independent Community School,Via Kununurra,128.05059,-17.275335000000002
Quairading District High School,Quairading,117.39859059999999,-32.0076234
Queen Of Apostles School,Riverton,115.89399109999998,-32.02991532
Queens Park Primary School,Queens Park,115.9444207,-31.99859142
Quinns Baptist College,Mindarie,115.71019640000002,-31.67618587
Quinns Beach Primary School,Quinns Rocks,115.69503459999999,-31.65764478
Quinns Rocks Primary School,Quinns Rocks,115.70285049999998,-31.67298256
Quintilian School,Mount Claremont,115.7923007,-31.96696077
Ranford Primary School,Canning Vale,115.91093020000001,-32.09384295
Rangeway Primary School,Rangeway,114.62856399999998,-28.779090999999998
Rapids Landing Primary School,Margaret River,115.08398700000001,-33.963862
Ravensthorpe District High School,Ravensthorpe,120.0519004,-33.58198044
Rawa Community School Aboriginal Corporation,Great Sandy Desert,123.120655,-22.044005
Rawlinson Primary School,Marangaroo,115.8447459,-31.82748385
Redcliffe Primary School,Redcliffe,115.9444715,-31.93492844
Regent College,Victoria Park,115.889552,-31.97177194
Rehoboth Christian College,Kenwick,115.977924,-32.03161911
Richmond Primary School,East Fremantle,115.7700352,-32.03667364
Ridge View Secondary College,Baldivis,115.822577,-32.361153
River Valley Primary School,Burekup,115.81528629999998,-33.30851243
Rivergums Primary School,Baldivis,115.829796,-32.335834999999996
Riverlands Montessori School,Dayton,115.9721543,-31.84721343
Riverside Education Support Centre,Greenfields,115.77004690000001,-32.53848844
Riverside Primary School,Greenfields,115.76765870000001,-32.5312506
Riverton Education Support Centre,Riverton,115.90022809999999,-32.03510531
Riverton Primary School,Riverton,115.90022809999999,-32.03510531
Rivervale Primary School,Rivervale,115.92042350000001,-31.95884714
Rockingham Beach Education Support Centre,Rockingham,115.7217885,-32.28301745
Rockingham Beach Primary School,Rockingham,115.7219158,-32.28213507
Rockingham John Calvin School,Baldivis,115.80105049999999,-32.30603447
Rockingham Lakes Primary School,Port Kennedy,115.7680138,-32.3575092
Rockingham Montessori School,Rockingham,115.736737,-32.27658489
Rockingham Senior High School,Rockingham,115.7355203,-32.28495172
Rockingham Senior High School Education Support Centre,Rockingham,115.7355203,-32.28495172
Roebourne District High School,Roebourne,117.14215,-20.76855012
Roebuck Primary School,Broome,122.23237639999999,-17.9403723
Roleystone Community College,Roleystone,116.0846169,-32.10331975
Rosalie Primary School,Shenton Park,115.81571140000001,-31.96165277
Roseworth Education Support Centre,Girrawheen,115.85249750000001,-31.84063994
Roseworth Primary School,Girrawheen,115.85249750000001,-31.84063994
Rossmoyne Community Kindergarten,Rossmoyne,115.86741979999998,-32.03816935
Rossmoyne Primary School,Rossmoyne,115.8667422,-32.04061087
Rossmoyne Senior High School,Rossmoyne,115.8705457,-32.04626472
Rostrata Primary School,Willetton,115.89817930000001,-32.05119357
Sacred Heart Catholic School,Goomalling,116.8276298,-31.30080813
Sacred Heart College,Sorrento,115.74656999999999,-31.82737166
Sacred Heart Primary School,Thornlie,115.95653610000001,-32.06789364
Sacred Heart Primary School,Highgate,115.8682173,-31.93732021
Sacred Heart School,Via Broome,122.66171000000001,-16.9746
Sacred Heart School,Mundaring,116.1657238,-31.90681782
Safety Bay Primary School,Safety Bay,115.7146933,-32.29899323
Safety Bay Senior High School,Safety Bay,115.74096409999999,-32.30328609
Salmon Gums Primary School,Salmon Gums,121.643353,-32.984142
Salvado Catholic College,Byford,115.9980619,-32.22329713
Samson Primary School,Samson,115.8020699,-32.07233538
Santa Clara School,St James,115.911676,-32.005938
Santa Maria College,Attadale,115.795823,-32.018614
Sawyers Valley Primary School,Sawyers Valley,116.20338729999999,-31.90182219
Scaddan Primary School,Scaddan,121.73324720000001,-33.44992407
Scarborough Primary School,Scarborough,115.7670648,-31.89699135
School of Isolated and Distance Education,Leederville,115.8419534,-31.93553952
School Of Special Education Needs: Sensory,Padbury,115.7622322,-31.80560639
School Of Special Educational Needs: Behaviour And Engagement,Padbury,115.7622322,-31.80560639
Scotch College,Swanbourne,115.7731945,-31.98113329
Seaforth Primary School,Gosnells,115.9968236,-32.08941297
Seaview Community Kindergarten,Cottesloe,115.7558017,-31.99856948
Secret Harbour Primary School,Secret Harbour,115.758725,-32.403582
Seda College Wa,Fremantle,115.751318,-32.052107
Serpentine Primary School,Serpentine,115.981389,-32.36550354
Servite College,Tuart Hill,115.8336415,-31.90270449
Seton Catholic College,Samson,115.7933707,-32.07269529
Settlers Primary School,Baldivis,115.8006798,-32.34342663
Sevenoaks Senior College,Cannington,115.94230520000002,-32.01247925
Shark Bay School,Denham,113.53094409999999,-25.92280075
Shelley Primary School,Shelley,115.88575929999999,-32.03209413
Shenton College,Shenton Park,115.803008,-31.95969986
Shenton College Deaf Education Centre,Shenton Park,115.803008,-31.95969986
Sheoak Grove Primary School,Baldivis,115.821923,-32.323884
Singleton Primary School,Singleton,115.75795819999999,-32.44002498
Sir David Brand School,Coolbinia,115.85972920000002,-31.91464899
Somerly Primary School,Clarkson,115.7278576,-31.68546051
Sorrento Primary School,Sorrento,115.76082930000001,-31.83148916
South Ballajura Education Support Centre,Ballajura,115.9102807,-31.84972479
South Ballajura Primary School,Ballajura,115.9102807,-31.84972479
South Bunbury Education Support Centre,South Bunbury,115.6428274,-33.34068153
South Bunbury Primary School,South Bunbury,115.6428274,-33.34068153
South Coast Baptist College,Waikiki,115.75750459999999,-32.31535966
South Coogee Primary School,Beeliar,115.79733279999999,-32.12961319
South East Metropolitan Language Development Centre,Cloverdale,115.9466374,-31.9507814
South Halls Head Primary School,Halls Head,115.6786312,-32.56442979
South Hedland Primary School,South Hedland,118.60187109999998,-20.40164145
South Kalgoorlie Primary School,Kalgoorlie,121.47686100000001,-30.76244847
South Lake Primary School,South Lake,115.83450079999999,-32.10593471
South Metropolitan Youth Link Community College,Rockingham,115.75420749999999,-32.27298182
South Newman Primary School,Newman,119.73406999999999,-23.363209
South Padbury Primary School,Padbury,115.7644063,-31.81230095
South Perth Primary School,South Perth,115.85938159999999,-31.981237899999996
South Stirling Primary School,South Stirling,118.210334,-34.57914966
South Thornlie Primary School,South Thornlie,115.95964099999999,-32.06627622
South West John Calvin Christian College,Capel,115.56541599999998,-33.54326
Southern Cross District High School,Southern Cross,119.32685749999999,-31.23119646
Southern Grove Primary School,Southern River,115.959204,-32.099314
Southern Hills Christian College,Bedfordale,116.04831770000001,-32.1816559
Southern River College,Gosnells,115.979918,-32.08559751
Southwell Primary School,Hamilton Hill,115.78508329999998,-32.09025841
Sowilo Community High School,Kelmscott,116.0098146,-32.13104805
Spearwood Alternative School,Spearwood,115.78439990000001,-32.10779115
Spearwood Primary School,Spearwood,115.78659579999999,-32.10148403
Spencer Park Education Support Centre,Spencer Park,117.9018778,-35.00554419
Spencer Park Primary School,Spencer Park,117.90187790000002,-35.00554418
Spirit Of Play Community School,Denmark,117.3650044,-34.97137317
Spring Hill Primary School,Tapping,115.7932625,-31.7226147
Spring Road Community Kindergarten (Inc),Kalamunda,116.0611541,-31.97174951
Springfield Primary School,Kallaroo,115.75018190000002,-31.79256944
St Andrew'S Catholic Primary School,Clarkson,115.72186040000001,-31.68720765
St Andrew's Grammar,Dianella,115.8741054,-31.87118268
St Anne'S School,Harvey,115.8913206,-33.08300334
St Anthony'S School,Greenmount,116.04389259999999,-31.89553184
St Anthony'S School,Wanneroo,115.8037982,-31.74897887
